date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2017-10-02,19.4,14.8,25.8,0.0,,60.0,14.5,,1018.2,
2017-10-03,17.5,15.8,19.8,1.0,,16.0,16.0,,1016.5,
2017-10-04,19.7,16.8,23.8,0.0,,316.0,11.9,,1017.3,
2017-10-05,19.0,15.8,23.8,50.5,,287.0,13.7,,1018.3,
2017-10-06,21.1,14.8,26.8,0.0,,,10.6,,1016.0,
2017-10-07,21.1,20.8,28.1,0.0,,,17.8,,1016.1,
2017-10-08,18.9,15.7,22.8,0.0,,24.0,14.0,,1019.6,
2017-10-09,20.2,12.8,28.8,0.0,,,9.6,,1018.9,
2017-10-10,21.9,17.9,29.6,0.0,,120.0,12.5,,1019.1,
2017-10-11,22.0,18.9,29.9,0.0,,,13.7,,1021.2,
2017-10-12,20.9,19.3,29.3,0.0,,53.0,12.8,,1023.8,
2017-10-13,19.1,16.6,28.2,0.0,,,9.9,,1025.3,
2017-10-14,18.1,12.8,23.8,0.0,,,9.4,,1025.5,
2017-10-15,18.7,16.3,27.0,0.0,,93.0,9.6,,1025.6,
2017-10-16,18.3,14.7,27.6,0.0,,,7.7,,1026.0,
2017-10-17,19.4,13.4,27.5,0.0,,,9.1,,1023.3,
2017-10-18,20.3,13.4,27.3,0.0,,130.0,8.8,,1019.1,
2017-10-19,22.1,12.7,29.1,0.0,,135.0,14.0,,1014.9,
2017-10-20,19.1,15.8,24.8,0.0,,,14.2,,1013.5,
2017-10-21,18.6,13.8,22.8,0.5,,49.0,15.1,,1017.0,
2017-10-22,19.8,16.6,27.9,0.0,,,10.7,,1019.2,
2017-10-23,19.5,16.8,23.8,0.0,,,9.5,,1019.1,
2017-10-24,18.6,15.8,22.1,0.0,,316.0,25.5,,1017.7,
2017-10-25,17.1,10.8,22.8,0.0,,341.0,14.6,,1021.8,
2017-10-26,16.4,9.8,21.8,0.0,,1.0,10.9,,1026.2,
2017-10-27,17.4,10.8,23.8,0.0,,246.0,17.2,,1023.4,
2017-10-28,18.5,9.8,25.8,0.0,,303.0,14.8,,1018.0,
2017-10-29,17.7,10.8,22.8,0.0,,,8.8,,1019.5,
2017-10-30,17.6,10.8,24.8,0.0,,255.0,14.5,,1016.8,
2017-10-31,17.5,11.6,26.4,0.0,,135.0,10.7,,1018.1,
2017-11-01,17.2,9.8,25.8,0.0,,,8.3,,1020.2,
2017-11-02,17.0,9.8,24.8,0.0,,,6.5,,1021.7,
2017-11-03,19.1,12.7,27.0,0.0,,200.0,15.6,,1017.1,
2017-11-04,22.0,20.8,27.4,0.0,,255.0,24.6,,1014.7,
2017-11-05,20.5,12.8,26.8,0.0,,244.0,22.8,,1015.2,
2017-11-06,18.2,17.8,25.1,0.0,,,13.4,,973.6,
2017-11-07,13.7,11.7,20.7,0.0,,337.0,18.2,,1015.5,
2017-11-08,12.6,5.8,20.8,0.0,,249.0,11.8,,1021.5,
2017-11-09,16.2,7.8,24.7,0.0,,139.0,18.1,,1017.9,
2017-11-10,15.4,11.8,18.8,0.0,,39.0,21.3,,1014.3,
2017-11-11,12.5,10.8,16.8,7.1,,5.0,46.0,,1009.1,
2017-11-12,14.8,13.0,22.4,1.0,,335.0,40.1,,1011.1,
2017-11-13,14.4,11.8,18.8,0.0,,234.0,22.3,,1009.3,
2017-11-14,10.0,8.8,17.0,3.3,,269.0,30.8,,1008.1,
2017-11-15,10.6,8.8,16.9,0.0,,,,,,
2017-11-16,12.6,9.2,20.6,0.0,,263.0,32.2,,1014.9,
2017-11-17,12.9,6.8,18.8,0.0,,249.0,12.9,,1017.1,
2017-11-18,12.4,6.8,18.8,0.0,,249.0,11.8,,,
2017-11-19,12.0,5.8,18.8,0.0,,281.0,9.0,,1019.5,
2017-11-20,11.2,7.4,22.1,0.0,,,10.6,,1023.0,
2017-11-21,11.7,6.8,18.8,0.0,,,7.1,,1023.4,
2017-11-22,11.1,4.8,17.8,0.0,,153.0,6.9,,1021.0,
2017-11-23,13.2,9.8,16.8,0.0,,,7.2,,1019.0,
2017-11-24,14.5,10.8,18.8,1.5,,49.0,11.0,,1021.1,
2017-11-25,14.4,9.8,19.8,0.0,,242.0,12.0,,1022.5,
2017-11-26,13.9,10.8,19.8,0.0,,227.0,23.0,,1021.4,
2017-11-27,11.6,8.1,17.5,0.0,,19.0,21.7,,1025.8,
2017-11-28,9.8,5.1,16.9,0.0,,270.0,15.6,,1023.2,
2017-11-29,13.8,8.8,17.8,0.0,,228.0,28.5,,1015.3,
2017-11-30,18.9,11.3,19.4,0.0,,194.0,11.3,,1008.8,
2017-12-01,10.9,11.6,18.8,5.1,,2.0,24.4,,1010.2,
2017-12-02,9.0,5.9,13.0,6.1,,,15.1,,1014.3,
2017-12-03,7.5,3.8,11.8,0.0,,235.0,23.2,,1022.1,
2017-12-04,6.9,0.8,13.8,0.0,,302.0,10.2,,1029.4,
2017-12-05,7.6,2.8,13.8,0.0,,,10.8,,1033.5,
2017-12-06,9.6,3.8,13.8,0.0,,17.0,11.1,,1033.7,
2017-12-07,10.2,7.8,12.8,0.0,,,8.0,,1031.6,
2017-12-08,11.0,8.8,13.8,0.0,,25.0,5.6,,1027.3,
2017-12-09,9.8,6.8,14.8,0.0,,240.0,20.7,,1022.1,
2017-12-10,9.4,3.8,15.8,0.0,,242.0,11.3,,1021.8,
2017-12-11,11.5,5.8,17.8,0.0,,170.0,16.2,,1016.8,
2017-12-12,11.3,4.8,19.8,0.0,,131.0,10.0,,1017.5,
2017-12-13,11.3,6.4,23.0,0.0,,316.0,12.5,,1022.3,
2017-12-14,11.0,3.8,17.8,0.0,,232.0,15.2,,1023.2,
2017-12-15,11.3,7.6,16.8,0.0,,200.0,13.3,,1015.5,
2017-12-16,11.1,8.8,14.8,0.0,,245.0,19.6,,1013.0,
2017-12-17,9.8,4.8,12.8,0.0,,324.0,10.8,,1021.3,
2017-12-18,7.2,1.8,12.8,0.0,,,9.2,,1024.7,
2017-12-19,7.5,2.9,14.5,0.0,,55.0,13.8,,1024.2,
2017-12-20,8.9,6.9,14.3,0.0,,49.0,28.7,,1023.6,
2017-12-21,8.4,5.8,11.8,0.0,,11.0,24.2,,1021.8,
2017-12-22,7.9,2.4,15.9,0.0,,,,,,
2017-12-23,9.0,3.8,15.8,0.0,,336.0,14.2,,1027.8,
2017-12-24,8.4,2.7,16.3,0.0,,337.0,16.3,,1031.0,
2017-12-25,7.7,2.8,16.1,0.0,,,10.1,,1029.8,
2017-12-26,7.3,1.8,12.8,0.0,,228.0,15.0,,1024.7,
2017-12-27,9.7,7.8,14.8,,,208.0,26.3,,1014.4,
2017-12-28,11.0,11.5,16.5,0.0,,245.0,27.0,,1010.0,
2017-12-29,13.1,9.8,18.8,0.0,,255.0,19.4,,1017.0,
2017-12-30,13.1,7.2,22.4,0.0,,231.0,13.2,,1024.8,
2017-12-31,12.5,4.8,17.8,0.0,,242.0,21.9,,1026.1,
2018-01-01,11.9,3.9,22.0,0.0,,239.0,15.1,,1025.6,
2018-01-02,10.0,3.5,20.9,0.0,,233.0,13.5,,1025.9,
2018-01-03,11.1,5.9,21.0,0.0,,258.0,11.1,,1026.4,
2018-01-04,13.4,8.8,18.8,0.0,,235.0,25.7,,1023.2,
2018-01-05,13.2,7.8,19.8,0.0,,248.0,18.8,,1018.8,
2018-01-06,13.7,4.4,21.1,0.0,,155.0,9.2,,1013.1,
2018-01-07,14.3,3.9,18.5,0.0,,129.0,18.2,,1010.8,
2018-01-08,15.4,9.8,19.8,0.0,,190.0,17.6,,1014.6,
2018-01-09,11.4,7.8,15.8,0.0,,343.0,8.6,,1018.0,
2018-01-10,10.2,4.6,17.2,2.0,,275.0,20.8,,1020.2,
2018-01-11,11.6,7.8,15.8,0.0,,240.0,26.8,,1017.1,
2018-01-12,10.3,5.5,15.1,0.0,,262.0,32.7,,1014.8,
2018-01-13,9.0,4.8,13.8,0.0,,236.0,17.7,,1022.0,
2018-01-14,8.1,1.8,13.8,0.0,,,16.8,,1022.1,
2018-01-15,8.5,2.8,14.8,,,109.0,6.7,,1023.1,
2018-01-16,8.7,0.8,17.8,0.0,,,7.2,,1026.1,
2018-01-17,10.5,3.8,16.8,,,244.0,24.5,,1021.5,
2018-01-18,9.1,5.7,19.9,0.0,,21.0,14.8,,1024.1,
2018-01-19,8.3,-0.2,16.8,0.0,,127.0,9.8,,1016.9,
2018-01-20,10.8,6.8,15.8,0.0,,357.0,15.5,,1015.9,
2018-01-21,10.5,3.8,16.8,0.0,,240.0,22.5,,1019.0,
2018-01-22,14.5,12.8,25.4,,,257.0,22.3,,1019.8,
2018-01-23,13.1,10.7,24.3,0.0,,270.0,12.0,,,
2018-01-24,10.3,8.8,19.3,0.0,,14.0,16.0,,1028.0,
2018-01-25,9.3,5.8,16.8,0.0,,,5.7,,1027.5,
2018-01-26,10.5,7.7,18.8,0.0,,148.0,14.7,,1022.1,
2018-01-27,10.4,3.8,17.8,,,122.0,9.7,,1022.1,
2018-01-28,9.8,4.8,15.8,0.0,,80.0,15.0,,1029.1,
2018-01-29,9.7,5.8,14.8,0.0,,42.0,8.7,,1031.8,
2018-01-30,9.0,2.8,15.8,0.0,,105.0,9.7,,1030.1,
2018-01-31,10.0,1.8,18.8,0.0,,67.0,6.9,,,
2018-02-01,10.9,4.8,17.1,0.0,,,12.0,,1017.4,
2018-02-02,15.5,10.8,17.8,7.1,,158.0,21.3,,1010.4,
2018-02-03,10.1,7.8,15.8,1.3,,241.0,19.5,,1011.5,
2018-02-04,8.3,3.8,11.8,0.0,,14.0,10.1,,1016.3,
2018-02-05,8.5,2.8,15.8,0.0,,241.0,9.0,,1014.2,
2018-02-06,11.1,2.8,19.8,,,205.0,17.8,,1008.3,
2018-02-07,8.7,2.8,13.8,0.0,,241.0,25.8,,1013.7,
2018-02-08,7.0,0.8,12.8,0.0,,263.0,9.0,,1017.2,
2018-02-09,6.6,1.8,10.8,0.0,,9.0,13.9,,1009.7,
2018-02-10,7.9,3.8,12.8,,,240.0,20.1,,1011.0,
2018-02-11,7.2,0.8,12.8,0.0,,323.0,7.1,,1015.5,
2018-02-12,8.4,1.8,13.8,0.0,,243.0,23.5,,1019.6,
2018-02-13,11.1,6.9,18.2,0.0,,290.0,14.0,,1018.0,
2018-02-14,10.3,,17.4,,,,,,,
2018-02-15,11.5,8.0,14.9,0.0,,,,,1022.0,
2018-02-16,12.3,,19.9,0.0,,,,,,
2018-02-17,12.2,11.1,18.6,0.0,,141.0,11.3,,1021.2,
2018-02-18,11.9,11.9,18.1,0.0,,,6.1,,1016.2,
2018-02-19,11.0,,19.4,0.0,,,,,,
2018-02-20,11.4,8.8,13.8,0.0,,240.0,12.4,,1010.0,
2018-02-21,11.7,9.7,17.2,0.0,,247.0,18.4,,1004.0,
2018-02-22,11.9,6.8,18.8,0.0,,114.0,15.8,,1000.3,
2018-02-23,8.4,5.3,14.1,27.4,,266.0,32.6,,1003.5,
2018-02-24,11.4,2.8,19.8,0.0,,138.0,12.0,,1006.4,
2018-02-25,11.1,9.4,18.7,0.0,,282.0,15.1,,1005.7,
2018-02-26,10.6,3.8,16.8,0.0,,235.0,16.5,,1008.2,
2018-02-27,10.0,7.4,17.0,0.0,,78.0,14.9,,,
2018-02-28,13.9,4.8,21.8,3.0,,228.0,19.8,,1012.2,
2018-03-01,21.9,11.8,27.3,0.0,,172.0,21.9,,1005.1,
2018-03-02,20.9,16.8,25.8,0.0,,234.0,16.7,,1006.8,
2018-03-03,19.7,12.8,26.8,0.0,,249.0,14.7,,1006.2,
2018-03-04,19.3,15.4,26.6,0.0,,161.0,28.9,,1000.1,
2018-03-05,17.2,11.4,22.3,0.0,,216.0,18.7,,1002.6,
2018-03-06,17.9,13.8,20.8,0.0,,243.0,31.9,,1003.7,
2018-03-07,18.8,11.7,24.1,0.0,,224.0,15.4,,1009.6,
2018-03-08,14.6,10.8,20.8,0.0,,91.0,20.2,,1016.0,
2018-03-09,15.8,12.8,27.2,0.3,,64.0,10.3,,1016.8,
2018-03-10,18.8,10.8,27.4,0.0,,118.0,11.5,,1016.9,
2018-03-11,19.9,10.6,27.9,0.0,,122.0,16.5,,1010.4,
2018-03-12,16.9,9.6,24.5,0.0,,301.0,15.4,,1015.3,
2018-03-13,15.2,13.5,23.2,,,84.0,19.9,,979.4,
2018-03-14,14.0,10.5,25.4,0.0,,161.0,12.7,,1015.2,
2018-03-15,21.0,13.8,28.2,0.0,,171.0,16.5,,1010.9,
2018-03-16,25.2,13.8,32.8,0.0,,132.0,21.2,,1003.1,
2018-03-17,15.9,10.8,25.8,0.0,,89.0,16.4,,1002.8,
2018-03-18,16.9,8.3,22.8,0.0,,216.0,24.7,,1005.5,
2018-03-19,14.8,11.8,18.8,0.0,,,17.0,,,
2018-03-20,16.6,7.8,22.8,0.0,,244.0,31.4,,1008.3,
2018-03-21,12.0,5.8,15.8,0.0,,37.0,23.3,,1010.2,
2018-03-22,8.7,4.9,15.1,11.9,,274.0,38.2,,1008.9,
2018-03-23,10.2,5.8,14.8,0.0,,249.0,25.1,,1011.0,
2018-03-24,13.7,8.8,18.8,0.0,,236.0,28.7,,1004.7,
2018-03-25,13.0,6.8,16.8,0.0,,252.0,37.4,,1004.0,
2018-03-26,13.1,6.8,18.8,0.0,,247.0,18.6,,,
2018-03-27,14.6,9.6,19.9,0.5,,,,,1019.8,
2018-03-28,16.3,8.5,24.2,0.0,,,,,,
2018-03-29,19.1,10.6,27.1,0.0,,,,,,
2018-03-30,19.0,9.9,29.5,0.0,,,,,,
2018-03-31,22.9,10.3,27.5,0.0,,,,,,
2018-04-01,15.3,11.8,18.8,0.0,,103.0,19.6,,1018.4,
2018-04-02,17.0,10.8,25.8,0.0,,118.0,15.9,,1017.0,
2018-04-03,18.0,13.8,30.9,0.0,,102.0,18.0,,,
2018-04-04,19.4,15.5,30.0,0.0,,21.0,19.8,,1012.4,
2018-04-05,17.4,14.8,28.8,0.0,,33.0,15.5,,1017.7,
2018-04-06,17.5,10.4,19.8,0.0,,,11.6,,1017.6,
2018-04-07,17.0,13.4,28.9,0.0,,46.0,19.3,,,
2018-04-08,20.6,13.4,32.4,0.0,,96.0,26.5,,1005.0,
2018-04-09,15.9,10.3,24.6,0.0,,41.0,20.7,,1013.2,
2018-04-10,14.4,10.8,16.8,0.0,,86.0,24.6,,,
2018-04-11,18.8,,28.2,0.0,,,,,,
2018-04-12,17.2,13.8,21.8,0.0,,73.0,15.0,,,
2018-04-13,16.1,,27.7,0.0,,,,,,
2018-04-14,19.6,14.8,26.8,0.0,,75.0,26.1,,,
2018-04-15,18.0,13.8,22.8,3.6,,257.0,26.7,,1007.5,
2018-04-16,18.4,10.8,25.8,0.0,,,10.1,,1016.8,
2018-04-17,15.6,11.8,21.8,0.0,,78.0,17.4,,1018.5,
2018-04-18,15.0,12.8,18.8,4.8,,62.0,16.6,,1021.0,
2018-04-19,15.9,12.8,23.8,0.0,,51.0,20.2,,1020.6,
2018-04-20,15.9,13.9,26.1,0.0,,,15.7,,1018.9,
2018-04-21,17.6,14.6,28.4,0.0,,,10.2,,1018.6,
2018-04-22,20.1,10.8,27.8,0.0,,89.0,12.0,,1016.8,
2018-04-23,18.8,13.8,24.8,0.0,,,15.6,,1017.2,
2018-04-24,20.9,13.8,27.8,0.0,,82.0,22.8,,1017.2,
2018-04-25,20.4,16.3,31.6,0.0,,82.0,13.6,,1014.1,
2018-04-26,20.1,15.8,26.8,0.0,,62.0,21.4,,1006.5,
2018-04-27,20.6,14.8,27.8,,,,14.0,,1005.6,
2018-04-28,19.3,14.8,24.8,0.0,,,14.1,,1010.2,
2018-04-29,22.6,15.0,30.9,0.0,,,,,,
2018-04-30,19.0,15.8,23.8,0.0,,89.0,27.3,,1015.0,
2018-05-01,23.4,14.8,33.8,0.0,,100.0,30.2,,1003.0,
2018-05-02,15.9,,27.2,0.0,,,,,,
2018-05-03,17.2,9.8,23.8,5.1,,253.0,22.3,,1007.1,
2018-05-04,18.2,12.5,26.5,0.0,,,,,,
2018-05-05,18.6,10.8,25.8,0.0,,71.0,12.8,,1011.5,
2018-05-06,18.3,13.9,29.1,0.0,,,16.6,,1013.0,
2018-05-07,18.5,14.9,30.1,0.0,,46.0,16.3,,,
2018-05-08,18.1,14.9,29.7,0.0,,57.0,27.8,,1006.6,
2018-05-09,18.1,15.8,21.8,0.0,,71.0,26.0,,1008.2,
2018-05-10,20.1,13.8,25.8,1.0,,,12.7,,1013.0,
2018-05-11,21.2,13.8,26.8,3.6,,,11.0,,1017.1,
2018-05-12,21.8,17.6,31.6,0.0,,66.0,13.3,,1014.6,
2018-05-13,25.7,14.8,34.8,0.0,,,15.6,,1012.5,
2018-05-14,18.3,15.8,20.8,0.0,,78.0,30.5,,1015.3,
2018-05-15,16.6,13.8,19.8,,,70.0,24.5,,1014.8,
2018-05-16,16.7,14.8,19.8,0.0,,78.0,27.7,,1014.6,
2018-05-17,18.4,15.3,28.5,0.5,,,,,,
2018-05-18,18.7,16.8,22.8,0.0,,70.0,26.5,,1010.7,
2018-05-19,18.9,17.4,19.8,0.0,,35.0,29.0,,,
2018-05-20,19.4,16.8,23.8,0.0,,60.0,23.4,,1010.2,
2018-05-21,20.1,16.8,23.8,0.0,,67.0,18.0,,,
2018-05-22,20.3,16.8,24.8,1.5,,66.0,19.3,,1012.8,
2018-05-23,21.0,15.4,30.9,6.9,,46.0,15.5,,,
2018-05-24,22.5,,33.0,0.0,,,,,,
2018-05-25,23.1,18.2,35.6,0.0,,,14.3,,,
2018-05-26,22.4,17.8,27.8,0.0,,81.0,22.7,,1015.6,
2018-05-27,24.3,16.8,32.8,0.0,,82.0,18.2,,1014.1,
2018-05-28,23.9,,37.1,,,,,,,
2018-05-29,28.2,22.8,37.0,,,61.0,21.7,,1006.5,
2018-05-30,22.4,18.8,26.8,0.0,,82.0,23.0,,1013.1,
2018-05-31,20.5,19.7,32.9,0.0,,48.0,24.9,,1015.5,
2018-06-01,20.6,18.8,22.8,0.0,,75.0,25.4,,1016.1,
2018-06-02,21.7,15.8,26.8,0.0,,77.0,16.9,,1014.6,
2018-06-03,25.5,18.8,32.8,0.0,,64.0,13.6,,1011.5,
2018-06-04,22.6,19.8,27.8,0.0,,77.0,21.5,,1011.9,
2018-06-05,22.7,19.4,35.7,0.0,,40.0,17.8,,1012.3,
2018-06-06,21.5,17.8,24.8,,,75.0,33.2,,1011.0,
2018-06-07,24.9,19.8,31.8,0.0,,34.0,22.8,,1010.3,
2018-06-08,22.8,17.8,26.8,0.0,,82.0,16.2,,1015.4,
2018-06-09,25.2,19.5,36.9,0.0,,112.0,14.4,,1013.9,
2018-06-10,26.5,21.6,39.5,0.0,,,,,,
2018-06-11,27.6,20.8,39.8,0.0,,77.0,22.3,,1007.2,
2018-06-12,23.7,21.6,37.9,0.0,,,,,,
2018-06-13,22.6,17.8,27.8,0.0,,81.0,27.1,,1010.6,
2018-06-14,23.7,20.7,33.3,0.0,,,15.4,,1009.8,
2018-06-15,24.7,18.2,34.2,0.3,,,16.0,,1011.0,
2018-06-16,24.7,17.8,30.8,0.0,,95.0,13.1,,1013.8,
2018-06-17,26.1,20.8,36.2,0.0,,78.0,16.2,,1015.3,
2018-06-18,24.5,18.8,30.8,0.0,,94.0,17.3,,1015.3,
2018-06-19,23.4,18.8,27.8,0.0,,76.0,16.4,,1015.3,
2018-06-20,23.4,18.8,27.8,0.3,,58.0,16.1,,1016.8,
2018-06-21,24.0,17.8,29.8,0.0,,85.0,13.7,,1016.6,
2018-06-22,26.5,20.3,36.9,0.0,,,,,,
2018-06-23,26.9,22.4,38.2,0.0,,69.0,12.2,,1013.5,
2018-06-24,26.1,22.8,38.0,0.0,,74.0,19.5,,1013.3,
2018-06-25,24.2,,36.3,0.5,,,,,,
2018-06-26,24.7,20.9,34.2,0.0,,,15.9,,1012.9,
2018-06-27,25.2,19.5,34.4,0.0,,357.0,12.7,,1013.6,
2018-06-28,26.4,17.8,33.8,0.0,,,14.9,,,
2018-06-29,31.8,20.8,40.8,0.0,,,16.2,,1009.7,
2018-06-30,28.6,22.9,43.9,0.0,,54.0,17.6,,1008.1,
2018-07-01,30.5,20.8,43.8,0.0,,71.0,10.4,,1010.2,
2018-07-02,28.4,22.8,35.8,0.0,,51.0,15.1,,1012.1,
2018-07-03,27.3,22.8,32.8,0.0,,85.0,21.3,,1015.3,
2018-07-04,28.6,25.2,35.6,0.0,,,11.8,,1015.4,
2018-07-05,32.0,22.8,41.8,0.0,,,15.2,,1013.4,
2018-07-06,27.9,,40.9,0.0,,,,,,
2018-07-07,27.6,22.8,32.8,0.0,,90.0,22.8,,1017.5,
2018-07-08,28.6,22.5,42.4,0.0,,88.0,13.7,,1015.1,
2018-07-09,28.3,23.8,31.8,0.0,,57.0,22.8,,1013.4,
2018-07-10,26.2,20.8,30.8,0.0,,78.0,20.2,,1015.0,
2018-07-11,29.5,19.8,37.8,0.0,,,11.6,,1014.8,
2018-07-12,32.7,23.8,39.8,0.0,,,12.0,,1014.3,
2018-07-13,34.5,25.8,45.4,0.0,,129.0,15.5,,1014.5,
2018-07-14,36.3,26.8,44.8,0.0,,268.0,16.0,,1014.3,
2018-07-15,30.5,27.6,42.9,0.0,,66.0,17.0,,1013.3,
2018-07-16,31.9,24.8,38.8,0.0,,92.0,20.9,,1013.7,
2018-07-17,28.1,25.9,39.2,0.0,,,19.0,,1013.0,
2018-07-18,27.9,,40.0,0.0,,,,,,
2018-07-19,30.8,24.8,45.0,0.0,,,,,,
2018-07-20,29.2,23.8,33.8,0.0,,82.0,19.1,,1013.9,
2018-07-21,32.6,24.8,37.8,0.0,,79.0,15.1,,1012.6,
2018-07-22,31.1,25.8,37.8,0.0,,62.0,16.2,,1011.3,
2018-07-23,28.7,24.8,37.8,0.0,,74.0,20.3,,1011.8,
2018-07-24,27.3,22.8,31.8,0.0,,87.0,18.3,,1013.2,
2018-07-25,28.1,21.8,33.8,0.0,,91.0,16.2,,1013.2,
2018-07-26,29.7,20.8,36.8,0.0,,90.0,19.1,,1011.6,
2018-07-27,27.7,23.8,32.8,0.0,,75.0,23.7,,1010.7,
2018-07-28,27.4,22.8,32.8,0.0,,78.0,19.1,,1011.6,
2018-07-29,28.2,20.8,34.8,0.0,,78.0,17.4,,1013.0,
2018-07-30,28.4,20.8,34.8,0.0,,82.0,17.2,,1012.8,
2018-07-31,28.2,22.8,33.8,0.0,,82.0,18.3,,1013.1,
2018-08-01,27.0,21.8,32.8,0.0,,84.0,16.9,,1014.1,
2018-08-02,27.9,20.8,33.8,0.0,,79.0,13.4,,1014.7,
2018-08-03,27.6,21.8,33.8,0.0,,73.0,16.1,,1013.7,
2018-08-04,27.6,23.8,31.8,3.6,,54.0,14.1,,1013.2,
2018-08-05,26.2,22.8,29.8,2.3,,62.0,19.9,,1012.2,
2018-08-06,25.7,23.8,28.8,0.0,,50.0,22.7,,1012.9,
2018-08-07,24.5,20.8,28.8,1.5,,54.0,16.1,,1013.2,
